canal,nome_video,data_visualizacao,Ano,Mês,Dia,Dia da Semana,Parte do dia,hora
Joga Bonito,O pedido de desculpas emocionante de Son para André GomesJoga Bonito27 de jun. de 2020 21:56:11 BRT,2020-06-27 21:56:11,2020,Junho,27,Sábado,Noite,21
Clínica Conceber - Medicina Reprodutiva,Procedimentos de Fertilização in vitro - Vídeo CompletoClínica Conceber - Medicina Reprodutiva27 de jun. de 2020 01:24:22 BRT,2020-06-27 01:24:22,2020,Junho,27,Sábado,Madrugada,1
MacroBoy,Espermatozoides en el microscópio Full HD - CuriosidadesMacroBoy27 de jun. de 2020 01:23:08 BRT,2020-06-27 01:23:08,2020,Junho,27,Sábado,Madrugada,1
Corpo Humano,Espermatozoides visto de um microscópioCorpo Humano27 de jun. de 2020 01:21:48 BRT,2020-06-27 01:21:48,2020,Junho,27,Sábado,Madrugada,1
Liu,Liu @ Lollapalooza (Live Set)Liu25 de jun. de 2020 20:03:57 BRT,2020-06-25 20:03:57,2020,Junho,25,Quinta-feira,Noite,20
Liu,Liu @ UNIVERSO PARALELLO 2020Liu25 de jun. de 2020 20:00:57 BRT,2020-06-25 20:00:57,2020,Junho,25,Quinta-feira,Noite,20
MOTO filmadores UK,DOUTOR ME CONVIDOU PRA ENTRAR | MOTOBOY NA INTEGRA | MOTO filmadores UKMOTO filmadores UK25 de jun. de 2020 14:39:25 BRT,2020-06-25 14:39:25,2020,Junho,25,Quinta-feira,Tarde,14
CidadeAlertaRecord,Delegado ameaça reportagem do Cidade Alerta durante cobertura do caso das ossadas em obra de SPCidadeAlertaRecord25 de jun. de 2020 14:19:18 BRT,2020-06-25 14:19:18,2020,Junho,25,Quinta-feira,Tarde,14
Band Jornalismo,Nuvem de gafanhotos: RS declara emergência fitossanitáriaBand Jornalismo25 de jun. de 2020 14:17:47 BRT,2020-06-25 14:17:47,2020,Junho,25,Quinta-feira,Tarde,14
CidadeAlertaRecord,Patrulha do Consumidor: mercado não cumpre lei e é obrigado a fecharCidadeAlertaRecord25 de jun. de 2020 13:57:05 BRT,2020-06-25 13:57:05,2020,Junho,25,Quinta-feira,Tarde,13
Kaio Vieira,Balão de jornal ou galinha chocaKaio Vieira24 de jun. de 2020 21:02:25 BRT,2020-06-24 21:02:25,2020,Junho,24,Quarta-feira,Noite,21
Alan HR,DIY #8: BALÃO DE JORNAL  QUE VOA - FESTA JUNINA | Alan HRAlan HR24 de jun. de 2020 20:59:14 BRT,2020-06-24 20:59:14,2020,Junho,24,Quarta-feira,Noite,20
Balanço Geral,Silvio Santos atende visita inesperada nos EUABalanço Geral24 de jun. de 2020 20:43:20 BRT,2020-06-24 20:43:20,2020,Junho,24,Quarta-feira,Noite,20
Ana landim,Vlog- FOMOS NA CASA DO SILVIO SANTOS E DO MICKEYAna landim24 de jun. de 2020 20:39:57 BRT,2020-06-24 20:39:57,2020,Junho,24,Quarta-feira,Noite,20
Chris na América,Conhecendo o Silvio Santos em OrlandoChris na América24 de jun. de 2020 20:36:44 BRT,2020-06-24 20:36:44,2020,Junho,24,Quarta-feira,Noite,20
Contador de historias reais,Silvio Santos peguei carona com Silvio SantosContador de historias reais24 de jun. de 2020 20:36:11 BRT,2020-06-24 20:36:11,2020,Junho,24,Quarta-feira,Noite,20
Teatro Oficina Uzyna Uzona TV UZYNA,"Reunião no SBT: Teatro Oficina, Zé Celso, Sílvio Santos, Suplicy e Dória (parte 03)Teatro Oficina Uzyna Uzona TV UZYNA24 de jun. de 2020 20:31:51 BRT",2020-06-24 20:31:51,2020,Junho,24,Quarta-feira,Noite,20
Lucas Bastos,EM BUSCA DO SILVIO SANTOS EM ORLANDO(encontro)!Lucas Bastos24 de jun. de 2020 20:26:49 BRT,2020-06-24 20:26:49,2020,Junho,24,Quarta-feira,Noite,20
marinacsousa,DIA 2 - FAMOSOS EM LONDRES & ANTIGUIDADESmarinacsousa24 de jun. de 2020 20:22:26 BRT,2020-06-24 20:22:26,2020,Junho,24,Quarta-feira,Noite,20
CidadeAlertaRecord,Consumidores vão à delegacia contra loja virtual que não entrega produtosCidadeAlertaRecord24 de jun. de 2020 16:38:33 BRT,2020-06-24 16:38:33,2020,Junho,24,Quarta-feira,Tarde,16
Estevam Pelo Mundo,O LADO POBRE de DUBAI - Onde vivem os trabalhadores da cidade? Estevam Pelo MundoEstevam Pelo Mundo22 de jun. de 2020 23:54:58 BRT,2020-06-22 23:54:58,2020,Junho,22,Segunda-feira,Madrugada,23
MOTO filmadores UK,#55 - GUARDA ME MULTANDO ENQUANTO COMPRAVA MEU ALMOÇO | MOTOBOY EM LONDRES | MOTO filmadores UKMOTO filmadores UK22 de jun. de 2020 23:21:00 BRT,2020-06-22 23:21:00,2020,Junho,22,Segunda-feira,Madrugada,23
MOTO filmadores UK,FUI BANIDO DA EMPRESA DELIVEROO | MOTO filmadores UKMOTO filmadores UK22 de jun. de 2020 23:11:27 BRT,2020-06-22 23:11:27,2020,Junho,22,Segunda-feira,Madrugada,23
MOTO filmadores UK,#2 UberEATS Londres - Equipamentos Fonecidos pela UBER e quanto ja GANHEI | MOTO filmadores UKMOTO filmadores UK22 de jun. de 2020 23:04:27 BRT,2020-06-22 23:04:27,2020,Junho,22,Segunda-feira,Madrugada,23
MOTO filmadores UK,#1 UberEATS Londres - 1º Passo - COMO SE REGISTRAR | MOTO filmadores UKMOTO filmadores UK22 de jun. de 2020 22:55:12 BRT,2020-06-22 22:55:12,2020,Junho,22,Segunda-feira,Noite,22
Liu,Liu @ Lollapalooza (Live Set)Liu21 de jun. de 2020 20:51:46 BRT,2020-06-21 20:51:46,2020,Junho,21,Domingo,Noite,20
Haruyuki,FUI ROUBADO 5 VEZES EM TOKYOHaruyuki19 de jun. de 2020 22:29:08 BRT,2020-06-19 22:29:08,2020,Junho,19,Sexta-feira,Noite,22
Haruyuki,DORMI num HOTEL CÁPSULA em TOKYO !!!Haruyuki19 de jun. de 2020 22:18:47 BRT,2020-06-19 22:18:47,2020,Junho,19,Sexta-feira,Noite,22
Vintage Culture,Vintage Culture live at @ So Track Boa Festival - São Paulo 2019 FULL SHOWVintage Culture19 de jun. de 2020 20:19:41 BRT,2020-06-19 20:19:41,2020,Junho,19,Sexta-feira,Noite,20
CidadeAlertaRecord,Cliente de salão de beleza pinta os cabelos e descobre que desconto era só à vistaCidadeAlertaRecord19 de jun. de 2020 20:11:08 BRT,2020-06-19 20:11:08,2020,Junho,19,Sexta-feira,Noite,20
Celso Russomanno,PUBLICIDADE ENGANOSA NO PREÇO DA GASOLINA..Celso Russomanno19 de jun. de 2020 20:04:22 BRT,2020-06-19 20:04:22,2020,Junho,19,Sexta-feira,Noite,20
Integrando Caminhos,Eleonora 4º AnoIntegrando Caminhos19 de jun. de 2020 19:27:31 BRT,2020-06-19 19:27:31,2020,Junho,19,Sexta-feira,Noite,19
Hygor Felix - Gerente de Afiliados,Como fazer a primeira Venda no Instagram (Curso Maquiagem na Web)Hygor Felix - Gerente de Afiliados19 de jun. de 2020 12:37:46 BRT,2020-06-19 12:37:46,2020,Junho,19,Sexta-feira,Tarde,12
Hygor Felix - Gerente de Afiliados,Como TRIPLICAR seu Engajamento no Instagram (atualizado)Hygor Felix - Gerente de Afiliados19 de jun. de 2020 12:34:48 BRT,2020-06-19 12:34:48,2020,Junho,19,Sexta-feira,Tarde,12
INCRÍVEL,Titanic x Navios de Cruzeiro ModernosINCRÍVEL19 de jun. de 2020 02:39:30 BRT,2020-06-19 02:39:30,2020,Junho,19,Sexta-feira,Madrugada,2
Haruyuki,MEU MINI APARTAMENTO EM TOKYOHaruyuki18 de jun. de 2020 23:53:13 BRT,2020-06-18 23:53:13,2020,Junho,18,Quinta-feira,Madrugada,23
Engenharia na Prática,Reaprumar um EDIFÍCIO é possível? Veja o que a ENGENHARIA É CAPAZ DE FAZER!Engenharia na Prática18 de jun. de 2020 23:48:37 BRT,2020-06-18 23:48:37,2020,Junho,18,Quinta-feira,Madrugada,23
Maffei Engenharia,"Reaprumo de Edifício Inclinado (""Torto"") em Santos - Maffei EngenhariaMaffei Engenharia18 de jun. de 2020 23:41:15 BRT",2020-06-18 23:41:15,2020,Junho,18,Quinta-feira,Madrugada,23
TV Ovel,Semi-Final (Pênaltis) Ovel x São Luiz - Categoria: 2006 (Sub-13) Copa Águas ThermaisTV Ovel18 de jun. de 2020 23:30:08 BRT,2020-06-18 23:30:08,2020,Junho,18,Quinta-feira,Madrugada,23
Pânico Retrô,Tirullipa fazendo todo Mundo CHORAR de RIR | Pânico Especiais #21Pânico Retrô18 de jun. de 2020 23:18:34 BRT,2020-06-18 23:18:34,2020,Junho,18,Quinta-feira,Madrugada,23
Pânico Jovem Pan,A polêmica matéria com o Gugu | PânicoPânico Jovem Pan18 de jun. de 2020 23:15:27 BRT,2020-06-18 23:15:27,2020,Junho,18,Quinta-feira,Madrugada,23
Celso Russomanno,BLITZ FISCALIZA E FECHA DUAS LOJAS NO CENTRO DE SÃO PAULO POR PREÇOS ABUSIVOS.Celso Russomanno18 de jun. de 2020 23:14:30 BRT,2020-06-18 23:14:30,2020,Junho,18,Quinta-feira,Madrugada,23
Pânico Retrô,BRIGA FEIA! CARIOCA TRETOU COM KLEBER BAMBAM! | Pânico Especiais - EP. 144Pânico Retrô18 de jun. de 2020 23:10:15 BRT,2020-06-18 23:10:15,2020,Junho,18,Quinta-feira,Madrugada,23
Desimpedidos,Assisti um Palmeiras x Corinthians na casa do NeymarDesimpedidos18 de jun. de 2020 22:56:44 BRT,2020-06-18 22:56:44,2020,Junho,18,Quinta-feira,Noite,22
FLA TV,Bangu x Flamengo - Taça Rio (Ao Vivo)FLA TV18 de jun. de 2020 22:35:43 BRT,2020-06-18 22:35:43,2020,Junho,18,Quinta-feira,Noite,22
N3wD,Como Instalar e Utilizar a Tv BoxN3wD17 de jun. de 2020 17:18:29 BRT,2020-06-17 17:18:29,2020,Junho,17,Quarta-feira,Tarde,17
Afonso Alcântara,COMO CRIAR ANÚNCIOS NO INSTAGRAM STORIES COMO ANUNCIAR NO INSTAGRAM PARA INICIANTES 2021Afonso Alcântara16 de jun. de 2020 16:09:27 BRT,2020-06-16 16:09:27,2020,Junho,16,Terça-feira,Tarde,16
Arthur Rosa,RESOLUÇÃO DE VÍDEO PARA INSTAGRAM - Melhor ConfiguraçãoArthur Rosa16 de jun. de 2020 16:02:07 BRT,2020-06-16 16:02:07,2020,Junho,16,Terça-feira,Tarde,16
Edu Moraes Trader,Resolvendo problemas com o ProfitChartEdu Moraes Trader16 de jun. de 2020 13:52:07 BRT,2020-06-16 13:52:07,2020,Junho,16,Terça-feira,Tarde,13
Brainstorm Tutoriais - Edição de Vídeo,Como SALVAR em MP4 no AFTER EFFECTS - Render com Media EncoderBrainstorm Tutoriais - Edição de Vídeo16 de jun. de 2020 03:16:10 BRT,2020-06-16 03:16:10,2020,Junho,16,Terça-feira,Madrugada,3
Ranyery FX,1500 TRANSIÇÕES PARA AFTER EFFECTS - MOTION BRORanyery FX16 de jun. de 2020 02:46:51 BRT,2020-06-16 02:46:51,2020,Junho,16,Terça-feira,Madrugada,2
videolancer,Free Presets Pack for Motion Bro - Overview [After Effects]videolancer16 de jun. de 2020 02:46:32 BRT,2020-06-16 02:46:32,2020,Junho,16,Terça-feira,Madrugada,2
Drastiom,DOWNLOAD: PACK DE FONTES INCRÍVEL!Drastiom16 de jun. de 2020 00:49:43 BRT,2020-06-16 00:49:43,2020,Junho,16,Terça-feira,Madrugada,0
Ranyery FX,750 PRESETS DE TEXTO PARA AFTER EFFECTSRanyery FX16 de jun. de 2020 00:47:50 BRT,2020-06-16 00:47:50,2020,Junho,16,Terça-feira,Madrugada,0
Brainstorm Tutoriais - Edição de Vídeo,Pack de FONTES - Edição de Vídeo/Design | FONTES QUE EU USOBrainstorm Tutoriais - Edição de Vídeo16 de jun. de 2020 00:46:25 BRT,2020-06-16 00:46:25,2020,Junho,16,Terça-feira,Madrugada,0
Drastiom,PACK DE FONTESDrastiom16 de jun. de 2020 00:44:46 BRT,2020-06-16 00:44:46,2020,Junho,16,Terça-feira,Madrugada,0
Ranyery FX,PACK DE TIPOGRAFIAS PARA AFTER EFFECTSRanyery FX16 de jun. de 2020 00:43:29 BRT,2020-06-16 00:43:29,2020,Junho,16,Terça-feira,Madrugada,0
LC Tutors HD,Pack 250 Efeitos animados p/ TEXTOS no After Effects (entrada e saída) - DOWNLOADLC Tutors HD16 de jun. de 2020 00:38:39 BRT,2020-06-16 00:38:39,2020,Junho,16,Terça-feira,Madrugada,0
Canal TI,COMO ATIVAR o ADOBE FLASH PLAYER no navegador GOOGLE CHROMECanal TI16 de jun. de 2020 00:31:16 BRT,2020-06-16 00:31:16,2020,Junho,16,Terça-feira,Madrugada,0
Drastiom,PACK DE FONTES QUE TODO DESIGNER DEVE USAR!Drastiom16 de jun. de 2020 00:27:45 BRT,2020-06-16 00:27:45,2020,Junho,16,Terça-feira,Madrugada,0
Eric Temponi,Como sincronizar as músicas do iTunes com o iPhoneEric Temponi16 de jun. de 2020 00:05:11 BRT,2020-06-16 00:05:11,2020,Junho,16,Terça-feira,Madrugada,0
Ranyery FX,1300 ANIMAÇÕES DE TEXTO PARA AFTER EFFECTSRanyery FX15 de jun. de 2020 23:35:24 BRT,2020-06-15 23:35:24,2020,Junho,15,Segunda-feira,Madrugada,23
iLoneGmPlay,After Effects - Como salvar imagemiLoneGmPlay15 de jun. de 2020 17:28:05 BRT,2020-06-15 17:28:05,2020,Junho,15,Segunda-feira,Tarde,17
Rafael Mach,Regras de Coloração no Profitchart - Candles e Médias - o vídeo mais completo!Rafael Mach15 de jun. de 2020 15:18:45 BRT,2020-06-15 15:18:45,2020,Junho,15,Segunda-feira,Tarde,15
Rafael Mach,Como criar um alarme de estratégia no ProfitchartRafael Mach15 de jun. de 2020 13:42:50 BRT,2020-06-15 13:42:50,2020,Junho,15,Segunda-feira,Tarde,13
Rafael Mach,Setup Inside Bar com Médias Móveis DAY TRADE - SIMPLES E EFICAZRafael Mach15 de jun. de 2020 12:33:37 BRT,2020-06-15 12:33:37,2020,Junho,15,Segunda-feira,Tarde,12
Tradencia Traders Clube,COMO CONFIGURAR ALARMES (Sniper)Tradencia Traders Clube15 de jun. de 2020 11:58:49 BRT,2020-06-15 11:58:49,2020,Junho,15,Segunda-feira,Manhã,11
Léo Moreira - Reviews,Smartwatch P80 Unboxing Review - A prova d'água? Tela touch? É bom? Vale a pena? - Smartwatch P80Léo Moreira - Reviews15 de jun. de 2020 00:31:30 BRT,2020-06-15 00:31:30,2020,Junho,15,Segunda-feira,Madrugada,0
iLoneGmPlay,After Effects - Como salvar imagemiLoneGmPlay14 de jun. de 2020 23:54:10 BRT,2020-06-14 23:54:10,2020,Junho,14,Domingo,Madrugada,23
LuckerGames,Como arrumar o erro do After Effects de arquivo .aecLuckerGames14 de jun. de 2020 23:42:15 BRT,2020-06-14 23:42:15,2020,Junho,14,Domingo,Madrugada,23
AvMakers,#31 - After Effects - Preferência secreta e corrigindo problemas com renderAvMakers14 de jun. de 2020 23:41:50 BRT,2020-06-14 23:41:50,2020,Junho,14,Domingo,Madrugada,23
Gonz,COMO RESOLVER ERRO 'CRASH IN PROGRESS' AFTER EFFECTS CS6Gonz14 de jun. de 2020 23:41:01 BRT,2020-06-14 23:41:01,2020,Junho,14,Domingo,Madrugada,23
Roda de Viola,CAVALO LEVA CANTOR EMBORA DA LIVE (FLÁVIO BRASIL)Roda de Viola14 de jun. de 2020 19:39:51 BRT,2020-06-14 19:39:51,2020,Junho,14,Domingo,Noite,19
Anne Ramos de Santana,Gravação Velozes e Furiosos 5 RJAnne Ramos de Santana14 de jun. de 2020 13:22:39 BRT,2020-06-14 13:22:39,2020,Junho,14,Domingo,Tarde,13
Vintage Culture,Vintage Culture @ In the Dark live at LarocVintage Culture14 de jun. de 2020 06:10:31 BRT,2020-06-14 06:10:31,2020,Junho,14,Domingo,Manhã,6
123 Importados,Cliente Agradece a 123 Importados pela TV Entregue123 Importados13 de jun. de 2020 21:21:50 BRT,2020-06-13 21:21:50,2020,Junho,13,Sábado,Noite,21
VitaoVEVO,"Vitão, Luísa Sonza - FloresVitaoVEVO13 de jun. de 2020 21:02:21 BRT",2020-06-13 21:02:21,2020,Junho,13,Sábado,Noite,21
David Mota,COMO CRIAR GIFS 3D USANDO CELULAR ( Mura Masa Effect )David Mota13 de jun. de 2020 19:17:19 BRT,2020-06-13 19:17:19,2020,Junho,13,Sábado,Noite,19
Brainstorm Tutoriais - Edição de Vídeo,A EDIÇÃO DE UM VÍDEO PUBLICITÁRIO PROFISSIONALBrainstorm Tutoriais - Edição de Vídeo13 de jun. de 2020 15:59:27 BRT,2020-06-13 15:59:27,2020,Junho,13,Sábado,Tarde,15
CidadeAlertaRecord,Coronavírus: padaria clandestina é alvo da Patrulha do ConsumidorCidadeAlertaRecord13 de jun. de 2020 15:33:19 BRT,2020-06-13 15:33:19,2020,Junho,13,Sábado,Tarde,15
CidadeAlertaRecord,Consumidora reclama de açougue que cobra mais caro por carne moída na horaCidadeAlertaRecord13 de jun. de 2020 15:16:27 BRT,2020-06-13 15:16:27,2020,Junho,13,Sábado,Tarde,15
Balanço Geral,Supermercado de SP é interditado e dono preso após blitz do Xerife do ConsumidorBalanço Geral13 de jun. de 2020 14:58:34 BRT,2020-06-13 14:58:34,2020,Junho,13,Sábado,Tarde,14
CanalCanalha,MELHORES PIORES MOMENTOS - COPA YOUTUBERS 2018CanalCanalha13 de jun. de 2020 14:49:06 BRT,2020-06-13 14:49:06,2020,Junho,13,Sábado,Tarde,14
Rogerio Betin,A Loira da 123 Importados. Quem é ela?Rogerio Betin13 de jun. de 2020 14:31:30 BRT,2020-06-13 14:31:30,2020,Junho,13,Sábado,Tarde,14
Celso Russomanno,123 IMPORTADOS CONTINUA DANDO GOLPE!Celso Russomanno13 de jun. de 2020 14:28:47 BRT,2020-06-13 14:28:47,2020,Junho,13,Sábado,Tarde,14
Celso Russomanno,CELSO RUSSOMANNO VAI AO PROCON DE SP MOSTRAR O ANDAMENTO DAS DENÚNCIASCelso Russomanno13 de jun. de 2020 14:17:40 BRT,2020-06-13 14:17:40,2020,Junho,13,Sábado,Tarde,14
Celso Russomanno,SOLUÇÃO: AGÊNCIA VENDE CARRO DE LEILÃO E REVOLTA CLIENTECelso Russomanno13 de jun. de 2020 14:17:00 BRT,2020-06-13 14:17:00,2020,Junho,13,Sábado,Tarde,14
Celso Russomanno,FALTA DE RESPEITO COM CONSUMIDOR CAUSA CONFUSÃO!Celso Russomanno13 de jun. de 2020 14:04:24 BRT,2020-06-13 14:04:24,2020,Junho,13,Sábado,Tarde,14
CidadeAlertaRecord,Estelionatário é preso após denúncias da Patrulha do ConsumidorCidadeAlertaRecord13 de jun. de 2020 13:51:31 BRT,2020-06-13 13:51:31,2020,Junho,13,Sábado,Tarde,13
Héber Simeoni,Como RENDERIZAR / EXPORTAR o projeto - Tutorial After EffectsHéber Simeoni13 de jun. de 2020 03:27:21 BRT,2020-06-13 03:27:21,2020,Junho,13,Sábado,Madrugada,3
Ranyery FX,1500 TRANSIÇÕES PARA AFTER EFFECTS - MOTION BRORanyery FX13 de jun. de 2020 02:55:13 BRT,2020-06-13 02:55:13,2020,Junho,13,Sábado,Madrugada,2
Y2KVEVO,"Y2K, bbno$ - Lalala (Official Video)Y2KVEVO13 de jun. de 2020 01:49:50 BRT",2020-06-13 01:49:50,2020,Junho,13,Sábado,Madrugada,1
Tiësto,Tiësto & Sevenn - BOOM (Official Video)Tiësto13 de jun. de 2020 00:33:09 BRT,2020-06-13 00:33:09,2020,Junho,13,Sábado,Madrugada,0
Brainstorm Tutoriais - Edição de Vídeo,COMO FAZER LINHAS NEON no AFTER EFFECTS!Brainstorm Tutoriais - Edição de Vídeo12 de jun. de 2020 22:59:10 BRT,2020-06-12 22:59:10,2020,Junho,12,Sexta-feira,Noite,22
Ranyery FX,Como CONTORNAR OBJETOS COM SABER - TUTORIAL AFTER EFFECTSRanyery FX12 de jun. de 2020 22:58:08 BRT,2020-06-12 22:58:08,2020,Junho,12,Sexta-feira,Noite,22
BlueScreen Tricks,Como Tirar o Fundo de uma Imagem no After EffectsBlueScreen Tricks12 de jun. de 2020 22:53:59 BRT,2020-06-12 22:53:59,2020,Junho,12,Sexta-feira,Noite,22
Tiësto,Tiësto & Sevenn - BOOM (Official Video)Tiësto12 de jun. de 2020 22:05:40 BRT,2020-06-12 22:05:40,2020,Junho,12,Sexta-feira,Noite,22
Vengaboys,Vengaboys - Boom Boom Boom BoomVengaboys12 de jun. de 2020 22:04:32 BRT,2020-06-12 22:04:32,2020,Junho,12,Sexta-feira,Noite,22
Arthur Rosa,RESOLUÇÃO DE VÍDEO PARA INSTAGRAM - Melhor ConfiguraçãoArthur Rosa12 de jun. de 2020 21:58:52 BRT,2020-06-12 21:58:52,2020,Junho,12,Sexta-feira,Noite,21
CanalCanalha,DESCONTROLADOS DE TEQUILA - COPA CIRROSECanalCanalha12 de jun. de 2020 21:37:32 BRT,2020-06-12 21:37:32,2020,Junho,12,Sexta-feira,Noite,21
CanalCanalha,COPA CIRROSE DA DESTRUIÇÃO!!!CanalCanalha12 de jun. de 2020 21:24:16 BRT,2020-06-12 21:24:16,2020,Junho,12,Sexta-feira,Noite,21
Canal da Casa,CHURRASCO DOS YOUTUBERSCanal da Casa12 de jun. de 2020 21:18:52 BRT,2020-06-12 21:18:52,2020,Junho,12,Sexta-feira,Noite,21
Canal da Casa,COMO É GRAVADO O COPA CIRROSE? (ft. Julio Cocielo)Canal da Casa12 de jun. de 2020 21:12:12 BRT,2020-06-12 21:12:12,2020,Junho,12,Sexta-feira,Noite,21
CanalCanalha,TODO MUNDO CHAPADO E SEM LIMITES - COPA CIRROSECanalCanalha12 de jun. de 2020 21:02:31 BRT,2020-06-12 21:02:31,2020,Junho,12,Sexta-feira,Noite,21
Pânico Retrô,AS MAIORES TRETAS DO PROGRAMA PÂNICO! #6Pânico Retrô12 de jun. de 2020 19:23:04 BRT,2020-06-12 19:23:04,2020,Junho,12,Sexta-feira,Noite,19
Cleusa Rocha,Jornal Nacional   Filha de Silvio Santos SequestradaCleusa Rocha12 de jun. de 2020 19:17:53 BRT,2020-06-12 19:17:53,2020,Junho,12,Sexta-feira,Noite,19
diler2006 TV 1,Jornal Nacional: Sequestro de Silvio Santos (30/08/2001)diler2006 TV 112 de jun. de 2020 19:03:20 BRT,2020-06-12 19:03:20,2020,Junho,12,Sexta-feira,Noite,19
Planeta Novo,O SEQUESTRO DE SILVIO SANTOSPlaneta Novo12 de jun. de 2020 19:02:57 BRT,2020-06-12 19:02:57,2020,Junho,12,Sexta-feira,Noite,19
Elcio Coronato,COMO NEGOCIAR COM UM SEQUESTRADOR? FT DIÓGENES LUCCAElcio Coronato12 de jun. de 2020 19:02:20 BRT,2020-06-12 19:02:20,2020,Junho,12,Sexta-feira,Noite,19
Elcio Coronato,O SEQUESTRO DE SILVIO SANTOS COM DIÓGENES LUCCA - PARTE 1Elcio Coronato12 de jun. de 2020 18:41:17 BRT,2020-06-12 18:41:17,2020,Junho,12,Sexta-feira,Madrugada,18
Daniel Kovacs,(SOLVED) AE Error: Could not convert Unicode Characters 23::46Daniel Kovacs12 de jun. de 2020 14:32:47 BRT,2020-06-12 14:32:47,2020,Junho,12,Sexta-feira,Tarde,14
Booster 4U,After Effects Error Could Not Convert Unicode Characters (23::46)Booster 4U12 de jun. de 2020 14:31:23 BRT,2020-06-12 14:31:23,2020,Junho,12,Sexta-feira,Tarde,14
Gonz,COMO RESOLVER ERRO 'CRASH IN PROGRESS' AFTER EFFECTS CS6Gonz12 de jun. de 2020 14:18:34 BRT,2020-06-12 14:18:34,2020,Junho,12,Sexta-feira,Tarde,14
LUMBRIGA GAMES,"COMO CORRIGIR O ERRO 23::46 NA INICIALIZAÇÃO DO AFTER EFFECTS(2018,2019)LUMBRIGA GAMES12 de jun. de 2020 14:12:59 BRT",2020-06-12 14:12:59,2020,Junho,12,Sexta-feira,Tarde,14
videolancer,Free Presets Pack for Motion Bro - Overview [After Effects]videolancer12 de jun. de 2020 13:57:30 BRT,2020-06-12 13:57:30,2020,Junho,12,Sexta-feira,Tarde,13
I Can Fly Drone,JJRC H39WH Cygnus Um Briquedo de Criança BRASILI Can Fly Drone12 de jun. de 2020 12:09:27 BRT,2020-06-12 12:09:27,2020,Junho,12,Sexta-feira,Tarde,12
Quadcopter 101,JJRC H39WH Cygnus Folding Altitude Hold 720p HD FPV Camera Drone Flight Test ReviewQuadcopter 10112 de jun. de 2020 12:08:34 BRT,2020-06-12 12:08:34,2020,Junho,12,Sexta-feira,Tarde,12
RC Hobby,"JJRC H39WH WiFi FPV, foldable RC Quadcopter, Altitude hold, Headless, One key to return, 720P CameraRC Hobby12 de jun. de 2020 12:07:24 BRT",2020-06-12 12:07:24,2020,Junho,12,Sexta-feira,Tarde,12
Simple Drone Reviews,"JJRC H39WH CYGNUS Unboxing, Flight, Drone Footage and ReviewSimple Drone Reviews12 de jun. de 2020 12:05:51 BRT",2020-06-12 12:05:51,2020,Junho,12,Sexta-feira,Tarde,12
Rapha Bartowski,Review  DRONE JJRC CYGNUS da GEARBEST  no parque Villa LobosRapha Bartowski12 de jun. de 2020 11:21:36 BRT,2020-06-12 11:21:36,2020,Junho,12,Sexta-feira,Manhã,11
Flying Life RC REVIEWS,FUN TO FLY DRONE! JJRC H39WH CYGNUS Foldable DroneFlying Life RC REVIEWS12 de jun. de 2020 11:17:37 BRT,2020-06-12 11:17:37,2020,Junho,12,Sexta-feira,Manhã,11
Live Dantas,Smartwatch P80 - Lançamento 2019Live Dantas12 de jun. de 2020 11:05:10 BRT,2020-06-12 11:05:10,2020,Junho,12,Sexta-feira,Manhã,11
Teteu Tutors,Como receber as notificações do WhatsApp no SmartwatchTeteu Tutors12 de jun. de 2020 11:04:59 BRT,2020-06-12 11:04:59,2020,Junho,12,Sexta-feira,Manhã,11
Checkup.band,"Como receber mensagens do WhatsApp, Facebook e Twitter em seu relógioCheckup.band12 de jun. de 2020 11:03:51 BRT",2020-06-12 11:03:51,2020,Junho,12,Sexta-feira,Manhã,11
Celso Russomanno,DONO DE LOJA DE CARROS XINGA CELSO RUSSOMANNO E FOGE ANTES DA POLÍCIA CHEGAR.Celso Russomanno12 de jun. de 2020 11:03:35 BRT,2020-06-12 11:03:35,2020,Junho,12,Sexta-feira,Manhã,11
Celso Russomanno,1.800% DE LUCRO EM ANTI-INFLAMATÓRIO É DENUNCIADO POR CONSUMIDOR PARA O PATRULHA DO CONSUMIDORCelso Russomanno12 de jun. de 2020 03:07:52 BRT,2020-06-12 03:07:52,2020,Junho,12,Sexta-feira,Madrugada,3
Celso Russomanno,CELSO RUSSOMANNO É DESAFIADO POR CONSUMIDOR DURANTE BLITZ DO PATRULHA POR PREÇO ABUSIVOCelso Russomanno12 de jun. de 2020 02:39:18 BRT,2020-06-12 02:39:18,2020,Junho,12,Sexta-feira,Madrugada,2
OZI AUDIOVISUAL,ECONOMIZE TEMPO COM O PLUGIN ANIMATION COMPOSER - OZI AFTER TIPS #026OZI AUDIOVISUAL12 de jun. de 2020 00:57:38 BRT,2020-06-12 00:57:38,2020,Junho,12,Sexta-feira,Madrugada,0
PlayStation,[ENGLISH] PS5 - THE FUTURE OF GAMING SHOWPlayStation11 de jun. de 2020 20:41:38 BRT,2020-06-11 20:41:38,2020,Junho,11,Quinta-feira,Noite,20
Jozão,COMPREI UM IPHONE FALSOJozão11 de jun. de 2020 00:59:18 BRT,2020-06-11 00:59:18,2020,Junho,11,Quinta-feira,Madrugada,0
Jozão,IPHONE FALSO X ANDROIDJozão11 de jun. de 2020 00:59:12 BRT,2020-06-11 00:59:12,2020,Junho,11,Quinta-feira,Madrugada,0
